5,6,0
10,2,1
13,4,0
17,8,0
24,2,1
26,8,1
35,0,0
35,6,0
41,2,0
43,4,0
46,3,1
49,2,1
50,7,2
58,1,1
59,1,1
60,2,1
63,2,0
64,2,1
65,4,2
69,1,2
69,7,3
78,4,1
82,6,1
87,1,2
87,4,3
90,10,4
92,1,12
101,7,4
105,5,7
111,6,6
109,8,14
123,10,8
