10,3,0
13,4,0
17,2,0
19,3,0
22,0,0
22,5,0
27,5,0
30,3,2
34,5,1
39,5,1
44,3,1
46,3,2
51,2,0
52,2,1
54,4,1
57,3,2
62,3,0
65,4,0
68,5,1
73,2,1
76,8,0
83,3,1
82,6,5
91,0,2
91,2,2
90,6,5
98,3,3
99,6,5
101,6,9
109,5,7
113,4,8
118,13,7
